13,50,40,844,-242

13,50,40,892,-242

13,50,40,940,-242

13,50,40,988,-242

13,50,41,36,-242

13,50,41,84,-242

13,50,41,132,-242

13,50,41,180,-242

13,50,41,228,-242

13,50,41,276,-243

13,50,41,324,-243

13,50,41,372,-243

13,50,41,420,-242

13,50,41,468,-242

13,50,41,516,-242

13,50,41,564,-242

13,50,41,612,-243

13,50,41,660,-243

13,50,41,708,-243

13,50,41,756,-242

13,50,41,804,-242

13,50,41,852,-242

13,50,41,900,-242

13,50,41,948,-242

13,50,41,996,-242

13,50,42,44,-242

13,50,42,92,-242

13,50,42,140,-242

13,50,42,188,-242

13,50,42,236,-242

13,50,42,284,-242

13,50,42,332,-242

13,50,42,380,-242

13,50,42,428,-242

13,50,42,476,-242

13,50,42,524,-242

13,50,42,572,-242

13,50,42,620,-242

13,50,42,668,-242

13,50,42,716,-242

13,50,42,764,-242

13,50,42,812,-242

13,50,42,860,-242

13,50,42,908,-242

13,50,42,956,-242

13,50,43,4,-242

13,50,43,52,-242

13,50,43,100,-242

13,50,43,148,-242

13,50,43,196,-242

13,50,43,244,-242

13,50,43,292,-242

13,50,43,340,-242

13,50,43,388,-242

13,50,43,436,-242

13,50,43,484,-242

13,50,43,532,-242

13,50,43,580,-242

13,50,43,628,-243

13,50,43,676,-243

13,50,43,724,-243

13,50,43,772,-242

13,50,43,820,-242

13,50,43,868,-242

13,50,43,916,-242

13,50,43,964,-242

13,50,44,12,-242

13,50,44,59,-242

13,50,44,107,-242

13,50,44,155,-243

13,50,44,203,-243

13,50,44,251,-243

13,50,44,299,-243

13,50,44,347,-242

13,50,44,395,-242

13,50,44,443,-242

13,50,44,491,-242

13,50,44,539,-242

13,50,44,587,-242

13,50,44,635,-243

13,50,44,683,-243

13,50,44,731,-243

13,50,44,779,-243

13,50,44,827,-243

13,50,44,875,-243

13,50,44,923,-242

13,50,44,971,-242

13,50,45,19,-242

13,50,45,67,-242

13,50,45,115,-243

13,50,45,163,-242

13,50,45,211,-242

13,50,45,259,-242

13,50,45,307,-242

13,50,45,355,-242

13,50,45,403,-242

13,50,45,451,-242

13,50,45,499,-242

13,50,45,547,-242

13,50,45,595,-242

13,50,45,643,-242

13,50,45,691,-243

13,50,45,739,-243

13,50,45,787,-243

13,50,45,835,-242

13,50,45,883,-243

13,50,45,931,-243

13,50,45,979,-243

13,50,46,27,-242

13,50,46,75,-242

13,50,46,123,-242

