10,35,7,111,-264

10,35,7,159,-264

10,35,7,207,-264

10,35,7,255,-264

10,35,7,303,-264

10,35,7,351,-264

10,35,7,399,-264

10,35,7,447,-264

10,35,7,495,-264

10,35,7,543,-264

10,35,7,591,-264

10,35,7,639,-264

10,35,7,687,-263

10,35,7,735,-263

10,35,7,783,-263

10,35,7,831,-263

10,35,7,879,-263

10,35,7,927,-263

10,35,7,975,-263

10,35,8,23,-263

10,35,8,71,-263

10,35,8,119,-263

10,35,8,167,-263

10,35,8,215,-263

10,35,8,263,-263

10,35,8,311,-263

10,35,8,359,-263

10,35,8,407,-263

10,35,8,455,-263

10,35,8,503,-264

10,35,8,551,-263

10,35,8,599,-263

10,35,8,647,-263

10,35,8,695,-263

10,35,8,743,-263

10,35,8,791,-263

10,35,8,839,-263

10,35,8,887,-263

10,35,8,935,-263

10,35,8,983,-263

10,35,9,31,-264

10,35,9,79,-264

10,35,9,127,-264

10,35,9,175,-264

10,35,9,223,-264

10,35,9,271,-263

10,35,9,319,-264

10,35,9,367,-264

10,35,9,415,-263

10,35,9,463,-263

10,35,9,511,-264

10,35,9,559,-264

10,35,9,607,-264

10,35,9,655,-264

10,35,9,703,-264

10,35,9,750,-264

10,35,9,798,-264

10,35,9,847,-264

10,35,9,894,-263

10,35,9,942,-263

10,35,9,990,-263

10,35,10,38,-264

10,35,10,86,-264

10,35,10,134,-264

10,35,10,182,-264

10,35,10,230,-264

10,35,10,278,-264

10,35,10,326,-264

10,35,10,374,-264

10,35,10,422,-264

10,35,10,470,-263

10,35,10,518,-263

10,35,10,566,-263

10,35,10,614,-263

10,35,10,662,-264

10,35,10,710,-264

10,35,10,758,-264

10,35,10,806,-264

10,35,10,854,-264

10,35,10,902,-263

10,35,10,950,-263

10,35,10,998,-264

10,35,11,46,-264

10,35,11,94,-264

10,35,11,142,-263

10,35,11,190,-263

10,35,11,238,-263

10,35,11,286,-263

10,35,11,334,-264

10,35,11,382,-264

10,35,11,430,-264

10,35,11,478,-264

10,35,11,526,-263

10,35,11,574,-263

10,35,11,622,-263

10,35,11,670,-264

10,35,11,718,-264

10,35,11,766,-264

10,35,11,814,-264

10,35,11,862,-264

10,35,11,910,-264

10,35,11,958,-264

10,35,12,6,-264

10,35,12,54,-264

10,35,12,102,-263

10,35,12,150,-263

10,35,12,198,-263

10,35,12,246,-263

10,35,12,294,-263

10,35,12,342,-264

10,35,12,390,-264

10,35,12,438,-264

10,35,12,486,-264

10,35,12,534,-264

10,35,12,582,-263

10,35,12,630,-264

10,35,12,678,-264

10,35,12,726,-264

10,35,12,774,-264

10,35,12,822,-264

10,35,12,870,-264

10,35,12,918,-264

10,35,12,966,-264

10,35,13,14,-264

10,35,13,62,-264

10,35,13,110,-264

10,35,13,158,-264

10,35,13,206,-263

10,35,13,254,-263

10,35,13,302,-263

10,35,13,350,-263

10,35,13,398,-263

10,35,13,446,-263

10,35,13,494,-263

10,35,13,542,-263

10,35,13,590,-263

10,35,13,638,-263

10,35,13,686,-263

10,35,13,734,-263

10,35,13,782,-263

10,35,13,830,-263

10,35,13,878,-263

10,35,13,926,-263

10,35,13,974,-263

10,35,14,22,-263

10,35,14,70,-263

10,35,14,118,-263

10,35,14,166,-263

10,35,14,214,-263

10,35,14,262,-263

10,35,14,310,-263

10,35,14,357,-263

10,35,14,405,-263

10,35,14,453,-263

10,35,14,501,-263

10,35,14,549,-263

10,35,14,597,-263

10,35,14,645,-263

10,35,14,693,-263

10,35,14,741,-263

10,35,14,789,-263

10,35,14,837,-263

10,35,14,885,-263

10,35,14,933,-263

10,35,14,981,-263

10,35,15,29,-263

10,35,15,77,-263

10,35,15,125,-263

10,35,15,173,-263

10,35,15,221,-263

10,35,15,269,-263

