16,17,993,-20
16,18,73,-20
16,18,153,-18
16,18,233,-18
16,18,313,-19
16,18,393,-19
16,18,473,-18
16,18,553,-18
16,18,633,-18
16,18,712,-18
16,18,792,-19
16,18,872,-18
16,18,952,-18
16,19,32,-19
16,19,112,-19
16,19,192,-19
16,19,272,-19
16,19,352,-19
16,19,432,-19
16,19,512,-19
16,19,592,-19
16,19,672,-19
16,19,752,-19
16,19,832,-18
16,19,912,-18
16,19,992,-19
16,20,72,-19
16,20,152,-19
16,20,232,-19
16,20,312,-19
16,20,392,-19
16,20,472,-18
16,20,552,-19
16,20,632,-19
16,20,712,-18
16,20,792,-18
16,20,872,-18
16,20,952,-19
16,21,32,-19
16,21,112,-19
16,21,192,-19
16,21,272,-19
16,21,352,-18
16,21,432,-19
16,21,512,-18
16,21,592,-18
16,21,672,-18
16,21,752,-18
16,21,832,-18
16,21,912,-19
16,21,992,-19
16,22,72,-19
16,22,152,-19
16,22,232,-19
16,22,312,-19
16,22,392,-19
16,22,472,-19
16,22,552,-19
16,22,632,-19
16,22,712,-19
16,22,792,-18
16,22,872,-19
16,22,952,-19
16,23,32,-19
16,23,112,-19
16,23,192,-19
16,23,272,-19
16,23,352,-19
16,23,432,-19
16,23,512,-19
16,23,592,-19
16,23,672,-19
16,23,752,-19
16,23,832,-19
16,23,912,-19
16,23,992,-19
16,24,72,-19
16,24,152,-19
16,24,232,-19
16,24,312,-19
16,24,392,-19
16,24,472,-19
16,24,551,-19
16,24,631,-19
16,24,711,-19
16,24,791,-19
16,24,871,-19
16,24,951,-19
16,25,31,-19
16,25,111,-19
16,25,191,-19
16,25,271,-19
16,25,351,-20
16,25,431,-20
16,25,511,-20
16,25,591,-20
16,25,671,-20
16,25,751,-20
16,25,831,-20
16,25,911,-20
16,25,991,-20
16,26,71,-20
16,26,151,-20
16,26,231,-20
16,26,311,-20
16,26,391,-20
16,26,471,-20
16,26,551,-20
16,26,631,-20
16,26,711,-20
16,26,791,-19
16,26,871,-19
16,26,951,-20
16,27,31,-20
16,27,111,-20
16,27,191,-20
16,27,271,-20
16,27,351,-20
16,27,431,-20
16,27,511,-20
16,27,591,-20
16,27,671,-20
16,27,751,-20
16,27,831,-20
16,27,911,-20
16,27,991,-20
16,28,71,-20
16,28,151,-20
16,28,231,-20
16,28,311,-20
16,28,391,-20
16,28,471,-20
16,28,551,-20
16,28,631,-20
16,28,711,-20
16,28,791,-20
16,28,871,-20
16,28,951,-20
16,29,31,-20
16,29,110,-20
16,29,190,-20
16,29,270,-20
16,29,350,-20
16,29,430,-20
16,29,510,-20
16,29,590,-20
16,29,670,-20
16,29,750,-20
16,29,830,-19
16,29,910,-19
16,29,990,-19
16,30,70,-19
16,30,150,-19
16,30,230,-19
